ID_interaction;Class_interactions;0
907;1;255596
908;1;294666
909;1;354000
910;1;506954
911;1;196605
912;1;104328
913;1;404874
914;1;108397
915;1;179653
916;1;326952
917;1;268785
918;1;32835
919;1;293664
920;1;403810
921;1;185472
922;1;431430
923;1;181818
924;1;106200
925;1;168036
926;1;134343
927;1;317422
928;1;242424
929;1;209196
930;1;660744
931;1;158191
932;1;162232
933;1;256200
934;1;149268
935;1;94668
936;1;90627
937;1;141693
938;1;163413
939;1;322500
940;1;219900
941;1;164692
942;1;5168
943;1;11766
944;1;34626
945;1;310380
946;1;4148
947;1;393088
948;1;245100
949;1;3672
950;1;114851
951;1;174731
952;1;742980
953;1;5106
954;1;147212
955;1;218781
956;1;63756
957;1;263432
958;1;401880
959;1;257152
960;1;315980
961;1;6993
962;1;296838
963;1;302784
964;1;208170
965;1;295500
966;1;75141
967;1;365143
968;1;70649
969;1;352584
970;1;160979
971;1;163413
972;1;146200
973;1;294424
974;1;340067
975;1;139590
976;1;132066
977;1;352534
978;1;228956
979;1;110754
980;1;102873
981;1;864860
982;1;100998
983;1;422636
984;1;185814
985;1;303614
986;1;296570
987;1;21080
988;1;24975
989;1;950300
990;1;262300
991;1;243131
992;1;845680
993;1;690768
994;1;296759
995;1;583464
996;1;424186
997;1;1170383
998;1;463680
999;1;443106
1000;1;285936
1001;1;131264
1002;1;450846
1003;1;255944
1004;1;136584
1005;1;422010
1006;1;153126
1007;1;111
1008;1;112805
1009;1;624510
1010;1;763510
1011;1;1251866
1012;1;450602
1013;1;34340
1014;1;97911
1015;1;812643
1016;1;883890
1017;1;104843
1018;1;450602
1019;1;475009
1020;1;725700
1021;1;674690
1022;1;124362
1023;1;510580
1024;1;692874
1025;1;308096
1026;1;2063102
1027;1;23120
1028;1;142576
1029;1;6771
1030;1;712174
1031;1;96756
1032;1;1972
1033;1;93258
1034;1;30447
1035;1;366130
1036;1;139468
1037;1;83079
1038;1;1230372
1039;1;44540
1040;1;252273
1041;1;338650
1042;1;427728
1043;1;1136048
1044;1;535845
1045;1;528292
1046;1;183062
1047;1;58432
1048;1;247936
1049;1;599053
1050;1;158191
1051;1;1081157
1052;1;1443170
1053;1;1043061
1054;1;125370
1055;1;1009970
1056;1;330390
1057;1;204315
1058;1;352416
1059;1;214378
1060;1;196044
1061;1;760355
1062;1;464508
1063;1;1794639
