ID_interaction;Class_interactions;0;1;2;3;4
785;1;251897;27;3;1;2
786;1;262700;34;1;3;14
787;1;330341;35;10;2;2
788;1;227968;2;4;0;2
789;1;385228;272;31;5;4
790;1;269388;27;4;0;2
791;1;220761;29;12;2;2
792;1;134103;32;3;4;3
793;1;160325;25;4;3;1
794;1;674957;247;72;144;44
795;1;4144;1;0;1;2
796;1;390681;52;10;6;1
797;1;170660;90;20;3;2
798;1;234812;21;10;2;5
799;1;497392;84;6;18;2
800;1;179820;0;0;0;0
801;1;113997;30;1;1;1
802;1;21325;0;0;0;3
803;1;123628;19;0;0;1
804;1;476854;280;35;30;31
805;1;288912;9;1;0;1
806;1;105727;71;15;7;3
807;1;380010;14;4;0;2
808;1;318377;137;75;7;4
809;1;561366;74;7;0;3
810;1;127819;11;18;1;4
811;1;133147;22;59;30;4
812;1;322493;5;0;0;2
813;1;283005;106;72;4;13
814;1;88859;11;1;0;1
815;1;232408;25;3;3;1
816;1;170614;103;35;11;12
817;1;294903;72;5;13;7
818;1;238478;74;17;2;1
819;1;89592;0;0;0;3
820;1;17643;18;14;0;5
821;1;170903;14;2;3;1
822;1;398156;130;21;8;6
823;1;189250;38;9;2;1
824;1;355820;69;10;1;4
825;1;645764;25;2;0;1
826;1;271180;0;0;0;0
827;1;208936;0;0;0;0
828;1;262626;0;0;0;0
829;1;66650;0;0;0;0
830;1;137484;0;0;0;0
831;1;6771;0;0;0;0
832;1;706979;0;0;0;0
833;1;306046;0;0;0;0
834;1;129185;17;7;0;4
835;1;202454;50;22;12;2
836;1;506322;141;17;2;11
837;1;111987;43;24;1;1
838;1;94143;24;6;6;2
839;1;215223;31;7;2;1
840;1;236369;96;17;15;3
841;1;246288;0;0;0;0
842;1;381749;28;3;1;3
843;1;372306;109;34;3;4
844;1;225808;56;15;2;1
845;1;245894;80;32;8;2
846;1;158309;25;0;4;2
847;1;265580;105;18;3;4
848;1;357242;128;81;23;18
849;1;224935;52;18;1;2
850;1;273280;0;0;0;0
851;1;196578;15;7;0;5
852;1;125217;4;6;6;2
853;1;195975;48;17;2;2
854;1;403746;47;15;0;2
855;1;455280;91;37;12;1
856;1;206286;128;15;4;2
857;1;170548;20;13;0;1
858;1;167776;43;6;6;1
859;1;232963;53;9;8;11
860;1;266781;38;3;4;12
861;1;175595;29;3;9;3
862;1;206887;22;7;1;3
863;1;245404;18;3;0;2
864;1;807758;176;32;7;32
865;1;202451;79;6;0;4
866;1;97726;12;0;0;2
867;1;170684;66;20;3;2
868;1;704394;105;30;1;20
869;1;305364;52;19;2;5
870;1;462175;285;41;40;5
871;1;6771;0;0;0;0
872;1;309760;0;0;0;4
873;1;123039;19;0;1;1
874;1;411152;0;0;0;0
875;1;250666;0;0;0;0
876;1;230100;0;0;0;0
877;1;198653;0;0;0;0
878;1;211481;0;0;0;0
879;1;158834;0;0;0;0
880;1;26180;0;0;0;0
881;1;674660;0;0;0;0
882;1;280197;70;1;5;2
883;1;4349;2;0;0;1
884;1;3876;0;0;0;0
885;1;102521;26;2;0;1
886;1;118720;28;4;1;2
887;1;110576;21;10;15;15
888;1;273143;53;14;0;14
889;1;159335;0;0;0;0
890;1;178151;35;16;0;2
891;1;19016;23;0;0;1
892;1;103922;38;8;1;5
893;1;449152;5;1;0;2
894;1;165792;0;0;0;0
895;1;192200;0;0;0;0
896;1;268278;0;0;0;0
897;1;287712;0;0;0;0
898;1;480106;0;0;0;0
899;1;254130;0;0;0;0
900;1;371904;0;0;0;0
901;1;99985;11;0;0;3
902;1;337691;20;14;5;2
903;1;150595;39;8;0;2
904;1;364041;76;26;9;4
905;1;362071;223;53;16;7
906;1;50724;8;2;3;8
907;1;255526;55;4;3;8
908;1;294652;4;8;0;2
909;1;353573;267;33;29;98
910;1;506794;116;35;6;3
911;1;196556;36;12;0;1
912;1;104294;21;4;8;1
913;1;404792;64;5;12;1
914;1;108268;97;18;10;4
915;1;179617;27;6;2;1
916;1;326740;152;45;5;10
917;1;268694;78;7;1;5
918;1;32829;5;0;0;1
919;1;293551;62;38;2;11
920;1;403553;182;33;38;4
921;1;185353;74;11;28;6
922;1;431430;0;0;0;0
923;1;181818;0;0;0;0
924;1;106200;0;0;0;0
925;1;168036;0;0;0;0
926;1;134343;0;0;0;0
927;1;317422;0;0;0;0
928;1;242424;0;0;0;0
929;1;209196;0;0;0;0
930;1;660744;0;0;0;0
931;1;158161;22;5;0;3
932;1;162134;52;39;4;3
933;1;256174;20;1;0;5
934;1;149235;25;1;5;2
935;1;94644;3;4;16;1
936;1;90609;11;5;0;2
937;1;141589;72;26;3;3
938;1;163390;16;3;1;3
939;1;322394;59;42;3;2
940;1;219872;5;6;13;4
941;1;164642;43;6;0;1
942;1;5166;1;0;0;1
943;1;11766;0;0;0;0
944;1;34613;3;4;0;6
945;1;310273;45;37;22;3
946;1;4142;2;3;0;1
947;1;392966;87;20;1;14
948;1;244819;194;51;29;7
949;1;3671;0;0;0;1
950;1;114851;0;0;0;0
951;1;174645;48;21;12;5
952;1;742830;109;20;1;20
953;1;5106;0;0;0;0
954;1;146989;167;9;42;5
955;1;218642;119;13;6;1
956;1;63699;32;15;9;1
957;1;263389;29;8;1;5
958;1;401794;45;29;6;6
959;1;257121;8;7;14;2
960;1;315802;97;15;45;21
961;1;6993;0;0;0;0
962;1;296756;69;7;3;3
963;1;302770;9;4;0;1
964;1;208170;0;0;0;0
965;1;295279;67;63;66;25
966;1;75109;19;5;7;1
967;1;365013;117;6;5;2
968;1;70644;4;0;0;1
969;1;352546;16;11;0;11
970;1;160830;120;4;22;3
971;1;163212;145;50;2;4
972;1;146184;12;0;2;2
973;1;294307;108;8;0;1
974;1;339984;52;15;1;15
975;1;139571;18;0;0;1
976;1;132066;0;0;0;0
977;1;352534;0;0;0;0
978;1;228956;0;0;0;0
979;1;110754;0;0;0;0
980;1;102873;0;0;0;0
981;1;864860;0;0;0;0
982;1;100998;0;0;0;0
983;1;422523;94;8;3;8
984;1;185771;18;19;2;4
985;1;303578;32;1;2;1
986;1;296444;51;44;28;3
987;1;21049;18;8;0;5
988;1;24975;0;0;0;0
989;1;950260;38;1;0;1
990;1;262054;190;51;4;1
991;1;243076;35;13;6;1
992;1;845547;120;7;2;4
993;1;690707;44;13;1;3
994;1;296593;131;30;4;1
995;1;583305;103;39;2;15
996;1;424072;78;18;5;13
997;1;1170341;37;1;3;1
998;1;463676;3;0;0;1
999;1;443047;29;16;12;2
1000;1;285936;0;0;0;0
1001;1;131150;98;12;1;3
1002;1;450764;52;16;3;11
1003;1;255891;47;4;1;1
1004;1;136572;9;0;0;3
1005;1;421958;38;13;0;1
1006;1;153091;29;4;0;2
1007;1;111;0;0;0;0
1008;1;112794;3;1;4;3
1009;1;624435;40;33;0;2
1010;1;763438;50;10;8;4
1011;1;1251787;43;30;4;2
1012;1;450532;63;5;1;1
1013;1;34207;61;41;20;11
1014;1;97911;0;0;0;0
1015;1;812643;0;0;0;0
1016;1;883890;0;0;0;0
1017;1;104843;0;0;0;0
1018;1;450602;0;0;0;0
1019;1;474804;112;55;34;4
1020;1;725630;51;14;0;5
1021;1;674625;37;25;1;2
1022;1;124350;7;1;1;3
1023;1;510366;98;83;10;23
1024;1;692836;25;10;2;1
1025;1;308067;11;10;1;7
1026;1;2062989;108;3;1;1
1027;1;23084;17;14;1;4
1028;1;142530;35;6;4;1
1029;1;6771;0;0;0;0
1030;1;711816;274;77;5;2
1031;1;96746;1;1;7;1
1032;1;1964;0;0;7;1
1033;1;93127;72;39;6;14
1034;1;30405;21;0;20;1
1035;1;366121;3;0;1;5
1036;1;139438;20;2;6;2
1037;1;83015;54;5;1;4
1038;1;1230307;58;3;3;1
1039;1;44510;18;2;5;5
1040;1;252258;12;1;1;1
1041;1;338512;104;20;1;13
1042;1;427644;70;12;0;2
1043;1;1135970;48;27;0;3
1044;1;535814;21;2;7;1
1045;1;528292;0;0;0;0
1046;1;183062;0;0;0;0
1047;1;58432;0;0;0;0
1048;1;247936;0;0;0;0
1049;1;599053;0;0;0;0
1050;1;158191;0;0;0;0
1051;1;1080953;171;14;7;12
1052;1;1443019;105;43;1;2
1053;1;1043012;45;2;1;1
1054;1;125348;16;0;0;6
1055;1;1009803;116;43;2;6
1056;1;330360;13;13;0;4
1057;1;204263;47;2;2;1
1058;1;352098;268;41;7;2
1059;1;214286;43;8;28;13
1060;1;196031;4;0;6;3
1061;1;760251;73;25;3;3
1062;1;464434;53;8;12;1
1063;1;1794529;94;13;2;1
