ID_interaction;Class_interactions;0;1
466;1;144661;5
467;1;18001;19
468;1;525970;20
469;1;120543;3
470;1;141406;56
471;1;246278;10
472;1;168106;59
473;1;327131;49
474;1;170333;37
475;1;367250;25
476;1;294990;10
477;1;6771;0
478;1;253676;28
479;1;97734;1
480;1;288267;33
481;1;144897;3
482;1;268976;34
483;1;286663;13
484;1;633676;20
485;1;250666;0
486;1;17680;0
487;1;6216;0
488;1;8103;0
489;1;403988;0
490;1;180198;0
491;1;298717;0
492;1;162338;0
493;1;309600;0
494;1;321054;0
495;1;210694;0
496;1;206188;5
497;1;303152;18
498;1;230431;20
499;1;197565;9
500;1;262120;20
501;1;120992;17
502;1;115904;16
503;1;366519;9
504;1;224106;6
505;1;170887;36
506;1;194730;20
507;1;97300;9
508;1;113204;2
509;1;57659;1
510;1;167832;0
511;1;119660;2
512;1;257147;5
513;1;220972;18
514;1;559354;14
515;1;209265;7
516;1;223168;5
517;1;84702;6
518;1;180495;18
519;1;207530;46
520;1;149718;5
521;1;340879;33
522;1;207572;4
523;1;139740;12
524;1;313878;22
525;1;5106;0
526;1;144653;13
527;1;196871;7
528;1;396218;1
529;1;174727;4
530;1;179833;2
531;1;226794;2
532;1;5162;6
533;1;385529;11
534;1;147664;4
535;1;292155;5
536;1;196872;6
537;1;290337;23
538;1;566450;6
539;1;662441;13
540;1;141499;20
541;1;268950;46
542;1;303428;34
543;1;16317;0
544;1;184714;16
545;1;241075;5
546;1;1277421;87
547;1;666596;104
548;1;79969;11
549;1;198653;0
550;1;134354;0
551;1;28056;3
552;1;131962;14
553;1;249097;19
554;1;232287;21
555;1;323005;15
556;1;422628;8
557;1;156021;3
558;1;247293;3
559;1;319136;4
560;1;220465;18
561;1;320720;6
562;1;131935;14
563;1;108393;4
564;1;307257;11
565;1;277540;10
566;1;442821;12
567;1;24817;3
568;1;318198;2
569;1;180651;17
570;1;322487;13
571;1;281709;1
572;1;32232;6
573;1;333713;5
574;1;110124;0
575;1;377600;0
576;1;574906;0
577;1;16660;0
578;1;371700;0
579;1;535966;0
580;1;63529;0
581;1;239660;0
582;1;348462;0
583;1;106755;0
584;1;90625;19
585;1;163885;59
586;1;180193;5
587;1;239009;1
588;1;220238;10
589;1;331084;16
590;1;359464;26
591;1;230580;0
592;1;257853;0
593;1;172980;0
594;1;262795;0
595;1;313230;0
596;1;5661;0
597;1;29601;0
598;1;185185;0
599;1;136620;0
600;1;263823;0
601;1;56768;12
602;1;336219;26
603;1;73153;17
604;1;359739;19
605;1;116455;5
606;1;236020;14
607;1;208651;5
608;1;127148;14
609;1;175797;15
610;1;185184;1
611;1;186141;4
612;1;340049;18
613;1;232323;0
614;1;206432;3
615;1;60200;0
616;1;1699;1
617;1;1328481;18
618;1;197557;2
619;1;24815;5
620;1;269050;30
621;1;185185;0
622;1;123802;2
623;1;641414;10
624;1;1014779;21
625;1;343858;2
626;1;114855;1
627;1;124209;15
628;1;81955;17
629;1;427255;40
630;1;77313;1
631;1;31960;0
632;1;280612;0
633;1;114519;0
634;1;290550;0
635;1;222365;0
636;1;97940;0
637;1;165763;0
638;1;307390;0
639;1;442833;0
640;1;121009;0
641;1;123048;12
642;1;72772;2
643;1;342774;6
644;1;43143;3
645;1;195860;20
646;1;367177;43
647;1;666002;43
648;1;133293;15
649;1;29324;2
650;1;110124;0
651;1;68522;4
652;1;227769;3
653;1;249745;2
654;1;283999;27
655;1;18700;0
656;1;292154;6
657;1;124916;124
658;1;172359;10
659;1;108690;6
660;1;223596;4
661;1;438051;23
662;1;342183;17
663;1;330343;57
664;1;136824;5
665;1;180765;1
666;1;411579;11
667;1;163461;15
668;1;323152;50
669;1;79820;1
670;1;243387;45
671;1;342509;8
672;1;157848;4
673;1;311232;79
674;1;161837;1
675;1;240896;16
676;1;242424;0
677;1;567137;0
678;1;20400;0
679;1;125686;0
680;1;214148;0
681;1;469888;0
682;1;542800;0
683;1;478080;0
684;1;203732;0
685;1;627563;25
686;1;132175;12
687;1;19377;3
688;1;228402;18
689;1;5779;1
690;1;69313;3
691;1;150196;18
692;1;366415;5
693;1;157851;1
694;1;208649;7
695;1;157746;4
696;1;16998;2
697;1;98983;7
698;1;203167;36
699;1;433177;1
700;1;123969;0
701;1;168886;10
702;1;179649;4
703;1;260030;10
704;1;246610;13
705;1;236568;42
706;1;642624;51
707;1;151486;11
708;1;83456;7
709;1;443234;16
710;1;0;0
711;1;41786;4
712;1;115904;16
713;1;64288;0
714;1;312240;18
715;1;173522;3
716;1;296014;6
717;1;107512;2
718;1;3602;2
719;1;358494;21
720;1;106637;15
721;1;176807;16
722;1;234839;11
723;1;141157;17
724;1;163610;8
725;1;339951;17
726;1;114631;2
727;1;220818;0
728;1;284715;0
729;1;130020;0
730;1;119784;0
731;1;210236;0
732;1;127300;0
733;1;41193;0
734;1;114856;0
735;1;191202;0
736;1;143017;5
737;1;6457;3
738;1;231293;41
739;1;131943;7
740;1;385530;10
741;1;154807;11
742;1;166580;2
743;1;101514;6
744;1;72917;23
745;1;170919;4
746;1;640495;5
747;1;151773;1
748;1;876471;9
749;1;108192;0
750;1;266733;0
751;1;152749;11
752;1;326779;21
753;1;162228;4
754;1;3807;1
755;1;286672;10
756;1;196415;5
757;1;129718;3
758;1;340198;21
759;1;302149;31
760;1;180476;10
761;1;220816;2
762;1;135344;11
763;1;345945;15
764;1;264731;9
765;1;258745;7
766;1;424775;25
767;1;312636;64
768;1;128689;2
769;1;113982;6
770;1;148147;1
771;1;227419;26
772;1;83966;13
773;1;631948;12
774;1;226388;20
775;1;256200;0
776;1;253700;0
777;1;220483;0
778;1;173826;0
779;1;543308;0
780;1;388450;0
781;1;211385;0
782;1;491914;0
783;1;102396;0
784;1;385529;11
785;1;251926;4
786;1;262735;17
787;1;330386;4
788;1;227970;6
789;1;385514;26
790;1;269416;5
791;1;220791;15
792;1;134135;10
793;1;160353;5
794;1;675218;246
795;1;4145;3
796;1;390739;11
797;1;170764;11
798;1;234837;13
799;1;497480;22
800;1;179820;0
801;1;114028;2
802;1;21325;3
803;1;123647;1
804;1;477154;76
805;1;288921;2
806;1;105801;22
807;1;380026;4
808;1;318585;15
809;1;561443;7
810;1;127834;19
811;1;133222;40
812;1;322498;2
813;1;283180;20
814;1;88871;1
815;1;232433;7
816;1;170752;23
817;1;294975;25
818;1;238560;12
819;1;89592;3
820;1;17675;5
821;1;170917;6
822;1;398302;19
823;1;189296;4
824;1;355890;14
825;1;645789;3
826;1;271180;0
827;1;208936;0
828;1;262626;0
829;1;66650;0
830;1;137484;0
831;1;6771;0
832;1;706979;0
833;1;306046;0
834;1;129209;4
835;1;202519;21
836;1;506477;16
837;1;112046;10
838;1;94170;11
839;1;215259;5
840;1;236480;20
841;1;246288;0
842;1;381778;6
843;1;372438;18
844;1;225870;12
845;1;245992;24
846;1;158334;6
847;1;265687;23
848;1;357375;117
849;1;224995;13
850;1;273280;0
851;1;196598;7
852;1;125227;8
853;1;196027;17
854;1;403804;6
855;1;455384;37
856;1;206414;21
857;1;170573;9
858;1;167822;10
859;1;233024;20
860;1;266820;18
861;1;175624;15
862;1;206909;11
863;1;245423;4
864;1;807961;44
865;1;202532;8
866;1;97738;2
867;1;170764;11
868;1;704526;24
869;1;305424;18
870;1;462460;86
871;1;6771;0
872;1;309760;4
873;1;123058;2
874;1;411152;0
875;1;250666;0
876;1;230100;0
877;1;198653;0
878;1;211481;0
879;1;158834;0
880;1;26180;0
881;1;674660;0
882;1;280268;7
883;1;4351;1
884;1;3876;0
885;1;102549;1
886;1;118750;5
887;1;110606;31
888;1;273209;15
889;1;159335;0
890;1;178191;13
891;1;19039;1
892;1;103966;8
893;1;449157;3
894;1;165792;0
895;1;192200;0
896;1;268278;0
897;1;287712;0
898;1;480106;0
899;1;254130;0
900;1;371904;0
901;1;99996;3
902;1;337722;10
903;1;150634;10
904;1;364124;32
905;1;362336;34
906;1;50734;11
907;1;255585;11
908;1;294664;2
909;1;353871;129
910;1;506924;30
911;1;196598;7
912;1;104319;9
913;1;404857;17
914;1;108379;18
915;1;179649;4
916;1;326927;25
917;1;268776;9
918;1;32834;1
919;1;293617;47
920;1;403752;58
921;1;185433;39
922;1;431430;0
923;1;181818;0
924;1;106200;0
925;1;168036;0
926;1;134343;0
927;1;317422;0
928;1;242424;0
929;1;209196;0
930;1;660744;0
931;1;158185;6
932;1;162208;24
933;1;256195;5
934;1;149260;8
935;1;94647;21
936;1;90624;3
937;1;141683;10
938;1;163408;5
939;1;322468;32
940;1;219881;19
941;1;164690;2
942;1;5167;1
943;1;11766;0
944;1;34620;6
945;1;310322;58
946;1;4144;4
947;1;393069;19
948;1;245054;46
949;1;3671;1
950;1;114851;0
951;1;174700;31
952;1;742956;24
953;1;5106;0
954;1;147156;56
955;1;218767;14
956;1;63731;25
957;1;263422;10
958;1;401865;15
959;1;257136;16
960;1;315910;70
961;1;6993;0
962;1;296825;13
963;1;302779;5
964;1;208170;0
965;1;295408;92
966;1;75128;13
967;1;365132;11
968;1;70648;1
969;1;352564;20
970;1;160950;29
971;1;163390;23
972;1;146196;4
973;1;294416;8
974;1;340050;17
975;1;139589;1
976;1;132066;0
977;1;352534;0
978;1;228956;0
979;1;110754;0
980;1;102873;0
981;1;864860;0
982;1;100998;0
983;1;422624;12
984;1;185806;8
985;1;303611;3
986;1;296538;32
987;1;21072;8
988;1;24975;0
989;1;950298;2
990;1;262253;47
991;1;243121;10
992;1;845669;11
993;1;690759;9
994;1;296738;21
995;1;583420;44
996;1;424160;26
997;1;1170378;5
998;1;463679;1
999;1;443083;23
1000;1;285936;0
1001;1;131257;7
1002;1;450824;22
1003;1;255941;3
1004;1;136581;3
1005;1;422009;1
1006;1;153122;4
1007;1;111;0
1008;1;112798;7
1009;1;624502;8
1010;1;763490;20
1011;1;1251840;26
1012;1;450595;7
1013;1;34309;31
1014;1;97911;0
1015;1;812643;0
1016;1;883890;0
1017;1;104843;0
1018;1;450602;0
1019;1;474971;38
1020;1;725694;6
1021;1;674682;8
1022;1;124358;4
1023;1;510476;104
1024;1;692870;4
1025;1;308079;17
1026;1;2063100;2
1027;1;23110;10
1028;1;142568;8
1029;1;6771;0
1030;1;712115;59
1031;1;96747;9
1032;1;1964;8
1033;1;93224;34
1034;1;30426;21
1035;1;366124;6
1036;1;139458;10
1037;1;83074;5
1038;1;1230367;5
1039;1;44529;11
1040;1;252271;2
1041;1;338630;20
1042;1;427720;8
1043;1;1136035;13
1044;1;535835;10
1045;1;528292;0
1046;1;183062;0
1047;1;58432;0
1048;1;247936;0
1049;1;599053;0
1050;1;158191;0
1051;1;1081132;25
1052;1;1443166;4
1053;1;1043058;3
1054;1;125364;6
1055;1;1009919;51
1056;1;330379;11
1057;1;204311;4
1058;1;352366;50
1059;1;214336;42
1060;1;196035;9
1061;1;760339;16
1062;1;464491;17
1063;1;1794630;9
